A_0	A_1	A_2	R_0	R_1	R_2	R_3	R_4	R_5	R_6	R_7	Class	Group	InstanceID
0	1	0	1	1	1	0	0	0	0	0	1	2	3757
1	0	0	0	0	1	1	0	1	1	0	0	4	3758
1	0	0	1	0	0	0	0	1	0	1	0	4	3759
1	0	0	1	0	1	1	0	0	0	0	0	4	3760
1	1	1	0	0	0	0	0	1	1	0	0	7	3761
0	1	1	1	1	0	1	0	1	1	0	1	3	3762
0	0	0	0	1	0	0	0	0	0	1	0	0	3764
0	0	1	0	1	1	1	0	0	1	0	1	1	3765
1	1	0	1	0	1	1	0	1	1	1	1	6	3766
0	1	1	1	1	1	1	1	1	0	1	1	3	3767
1	1	0	0	0	0	1	1	1	1	0	1	6	3768
0	1	0	0	0	1	1	0	0	0	1	1	2	3769
0	1	1	1	1	1	0	1	1	1	1	0	3	3770
1	1	0	0	1	0	1	1	1	1	0	1	6	3772
0	1	0	1	1	1	0	1	1	1	1	1	2	3775
0	0	0	1	1	1	0	1	0	0	1	1	0	3776
0	0	1	1	1	1	0	0	1	1	0	1	1	3777
0	1	0	0	1	0	0	1	0	1	1	0	2	3778
0	1	1	1	0	0	1	0	1	1	1	1	3	3779
1	0	0	0	0	0	0	1	1	0	0	1	4	3780
0	1	0	1	0	0	0	1	0	1	1	0	2	3781
1	1	0	0	0	0	0	0	0	1	0	1	6	3782
0	0	1	1	1	1	1	1	0	0	1	1	1	3783
0	0	0	1	0	0	1	0	0	1	0	1	0	3784
0	1	0	0	1	1	1	0	0	1	0	1	2	3785
1	1	1	0	0	1	1	1	0	1	0	0	7	3786
1	0	0	1	1	1	0	1	1	0	1	1	4	3787
0	1	1	0	0	1	0	0	1	1	1	0	3	3788
0	1	0	0	0	0	1	0	0	0	0	0	2	3789
1	0	0	0	0	0	0	0	0	0	0	0	4	3790
1	0	1	1	0	1	1	1	0	1	1	0	5	3791
1	0	1	0	1	1	0	1	0	0	1	0	5	3792
0	0	0	1	1	1	1	1	1	0	1	1	0	3793
1	1	0	1	0	1	1	1	0	1	0	1	6	3794
1	1	0	1	1	1	1	1	0	1	1	1	6	3795
1	1	0	0	1	1	0	1	0	0	0	0	6	3796
0	0	0	1	1	1	1	0	0	1	1	1	0	3797
0	1	1	0	1	0	0	0	0	1	0	0	3	3798
0	1	0	1	1	0	0	0	1	0	0	0	2	3799
1	0	1	0	0	0	1	1	1	0	1	1	5	3800
1	1	1	0	0	0	1	1	0	1	1	1	7	3801
1	0	0	0	0	1	1	1	0	1	1	1	4	3802
1	0	1	1	1	1	0	0	0	1	1	0	5	3803
0	0	0	0	0	0	0	1	0	1	1	0	0	3804
1	1	1	0	0	1	1	1	0	0	0	0	7	3805
0	0	0	1	1	0	1	0	0	1	1	1	0	3806
0	1	1	0	0	1	1	1	1	1	1	1	3	3807
1	1	0	0	1	0	1	1	1	0	0	0	6	3808
1	0	0	0	0	0	1	0	0	0	0	0	4	3812
0	1	1	1	0	0	0	1	0	0	0	0	3	3814
0	1	0	0	0	0	1	1	0	1	1	0	2	3815
0	0	0	0	1	1	0	1	1	1	0	0	0	3816
1	1	1	1	1	1	1	1	0	1	0	0	7	3817
0	1	1	0	0	0	1	0	0	1	0	1	3	3818
0	1	0	1	0	0	0	1	1	0	0	0	2	3819
0	1	0	1	1	1	0	0	0	1	0	1	2	3820
1	1	1	1	0	0	1	1	1	1	1	1	7	3821
1	1	0	1	1	0	1	0	1	1	1	1	6	3822
0	0	0	0	1	0	1	0	1	0	0	0	0	3823
0	0	1	1	0	0	0	1	0	1	1	0	1	3824
1	1	1	1	0	1	0	0	1	1	1	1	7	3826
1	1	0	1	1	0	1	0	1	0	1	0	6	3827
0	1	1	1	0	1	0	1	0	0	1	0	3	3828
0	0	1	1	1	1	1	0	0	1	1	1	1	3829
1	0	1	1	1	1	0	0	0	0	0	0	5	3831
1	1	1	1	0	1	1	0	1	1	1	1	7	3832
0	1	1	0	1	0	1	1	0	0	1	1	3	3833
0	0	0	1	0	0	1	1	0	0	0	1	0	3834
1	1	1	1	0	1	1	1	0	1	0	0	7	3835
0	1	0	0	0	1	1	1	0	0	1	1	2	3837
1	0	1	0	0	0	0	0	1	0	1	1	5	3838
1	0	1	0	1	1	0	1	1	1	0	1	5	3839
1	1	1	1	0	0	1	0	1	1	1	1	7	3840
1	1	0	0	0	0	1	0	0	1	1	1	6	3841
1	1	0	1	0	0	0	1	0	0	1	0	6	3842
0	0	1	1	0	0	0	0	1	1	1	0	1	3843
0	0	1	1	1	0	0	0	1	0	0	1	1	3844
0	0	1	0	1	0	0	1	1	0	1	1	1	3845
0	0	1	1	1	1	1	1	1	1	0	1	1	3846
1	0	0	1	1	1	1	0	1	0	1	0	4	3847
1	1	0	1	1	1	0	0	0	1	0	1	6	3848
0	1	0	0	1	0	0	1	1	0	0	0	2	3849
0	1	0	0	1	1	0	0	0	0	1	1	2	3850
1	1	1	0	1	1	1	0	1	1	1	1	7	3851
0	0	0	0	1	0	1	1	1	1	0	0	0	3852
1	0	1	1	0	1	0	0	1	0	0	1	5	3853
1	1	0	1	1	1	1	0	1	0	1	0	6	3854
1	1	1	0	0	0	0	1	1	1	0	0	7	3855
1	1	1	0	0	1	1	1	0	1	0	0	7	3856
1	1	1	0	1	1	1	1	1	0	1	1	7	3857
1	0	0	0	1	1	0	1	0	0	0	1	4	3859
0	0	1	1	0	0	0	1	0	1	1	0	1	3860
1	0	1	0	1	1	0	0	1	1	1	1	5	3861
1	0	0	0	1	1	1	0	0	1	0	0	4	3862
0	1	1	0	1	0	1	0	0	0	0	1	3	3863
1	1	1	1	0	1	0	0	1	0	1	1	7	3864
0	1	0	0	0	0	0	1	0	0	1	0	2	3865
0	0	0	0	0	0	1	1	1	1	0	0	0	3866
1	1	1	1	0	0	0	1	0	1	0	0	7	3867
0	1	1	1	0	1	0	0	1	1	0	0	3	3868
0	1	0	1	0	0	0	0	0	0	1	0	2	3869
0	1	0	0	1	1	1	1	0	0	1	1	2	3870
0	0	0	0	0	0	1	0	1	0	0	0	0	3871
0	1	1	1	0	0	0	0	0	1	1	0	3	3872
0	0	0	0	0	1	0	1	1	0	1	0	0	3873
1	0	0	1	1	1	1	0	1	1	0	0	4	3874
0	0	0	1	0	0	1	0	0	0	0	1	0	3875
1	1	1	1	1	0	1	1	1	1	1	1	7	3876
1	0	1	0	1	1	1	1	0	1	0	0	5	3877
1	0	1	0	0	0	1	1	0	1	1	0	5	3878
0	0	1	0	1	1	0	0	1	1	1	1	1	3879
0	0	1	1	1	0	1	1	1	0	0	1	1	3880
1	0	1	0	0	0	0	0	1	0	0	1	5	3881
0	1	0	1	1	0	0	1	1	1	1	0	2	3882
0	1	1	0	1	1	0	0	0	0	1	0	3	3883
0	1	0	0	0	0	0	0	0	1	1	0	2	3884
1	0	1	1	1	0	1	0	1	1	0	1	5	3885
0	0	1	0	1	1	0	0	0	0	1	1	1	3886
1	1	0	1	0	1	0	1	0	1	0	1	6	3887
0	0	1	0	1	0	0	1	1	1	1	1	1	3888
1	0	0	1	1	1	1	1	1	1	0	1	4	3889
1	1	1	0	0	0	0	0	1	1	1	1	7	3890
1	0	1	0	1	0	1	0	1	1	1	1	5	3892
1	1	1	1	0	1	1	0	0	1	1	1	7	3893
0	1	1	1	0	0	1	1	1	1	0	1	3	3894
0	0	0	1	0	1	1	0	1	1	1	1	0	3895
0	0	0	0	0	1	0	1	1	1	0	0	0	3896
0	0	1	0	0	1	1	0	1	1	0	0	1	3897
1	1	1	1	1	1	0	0	0	1	0	0	7	3898
1	0	0	1	1	1	1	0	0	0	0	0	4	3899
0	0	1	0	1	0	1	0	1	0	1	1	1	3900
0	0	0	0	0	0	0	1	1	0	0	0	0	3901
1	1	1	1	0	1	0	0	0	0	0	0	7	3902
0	1	0	0	1	1	0	1	1	0	0	1	2	3903
0	0	0	1	0	1	0	1	1	0	0	1	0	3905
0	0	0	0	1	0	0	1	1	0	0	0	0	3906
0	0	0	0	0	0	1	0	0	0	0	0	0	3907
1	0	1	1	0	1	1	1	0	0	0	0	5	3910
1	0	0	0	0	1	0	0	1	0	1	0	4	3911
0	1	1	0	0	0	0	0	0	0	1	0	3	3912
1	0	0	0	0	1	1	1	1	0	0	1	4	3913
1	1	0	1	1	0	0	1	0	1	1	1	6	3914
0	1	0	1	0	0	0	0	1	0	1	0	2	3915
0	1	0	1	0	0	0	1	1	1	1	0	2	3916
1	1	1	1	0	1	1	1	0	0	1	1	7	3917
1	1	1	0	0	0	0	1	0	0	1	1	7	3918
1	1	0	0	1	0	1	0	1	1	1	1	6	3919
1	1	1	0	0	1	0	0	0	1	1	1	7	3920
1	0	1	0	0	0	1	1	1	0	1	1	5	3921
0	0	0	1	1	1	1	0	1	1	0	1	0	3922
1	1	0	1	1	0	1	1	1	1	0	1	6	3924
0	1	0	1	1	1	0	1	1	1	0	1	2	3925
0	1	0	0	1	0	1	1	0	0	1	0	2	3926
1	1	1	0	0	0	1	0	1	0	1	1	7	3927
1	1	0	1	1	1	0	0	0	0	0	0	6	3928
1	0	0	0	1	1	1	1	1	1	1	1	4	3929
0	1	0	1	0	1	0	0	0	0	1	1	2	3930
1	0	0	0	1	0	1	1	0	0	0	1	4	3931
1	0	1	1	0	1	0	0	1	1	0	1	5	3932
0	1	1	0	1	1	0	1	0	1	0	0	3	3933
0	0	0	1	0	1	1	1	0	1	0	1	0	3934
0	0	1	0	1	1	1	1	1	1	0	1	1	3935
0	1	1	1	1	0	1	1	1	1	0	1	3	3936
0	1	0	1	1	0	0	0	1	0	0	0	2	3937
0	1	0	0	0	1	1	1	0	0	0	1	2	3938
1	0	1	0	1	1	1	0	1	0	0	1	5	3939
1	1	1	1	0	1	0	0	0	0	0	0	7	3940
1	0	0	0	1	0	1	0	1	1	1	0	4	3941
1	1	1	1	1	1	1	1	1	0	1	1	7	3942
1	0	0	1	1	1	1	1	1	1	0	1	4	3943
0	1	1	0	1	0	0	1	1	1	1	0	3	3944
1	0	0	0	0	0	0	0	1	1	0	0	4	3945
1	1	1	1	0	1	0	0	0	1	1	1	7	3946
0	0	1	0	0	1	1	1	0	1	0	0	1	3948
0	0	1	1	0	1	1	1	0	0	0	0	1	3949
1	1	1	0	1	0	1	1	0	0	1	1	7	3950
1	1	0	1	1	1	1	1	0	1	1	1	6	3951
1	1	1	0	1	0	0	0	1	0	0	0	7	3952
1	1	1	0	0	1	0	0	0	0	1	1	7	3953
0	0	0	1	0	1	1	0	1	0	0	1	0	3954
1	1	1	0	1	1	0	0	0	0	1	1	7	3955
0	1	0	0	1	1	1	1	1	1	0	1	2	3956
0	0	0	0	1	1	1	1	0	0	1	0	0	3957
1	0	0	0	1	0	1	0	0	0	0	0	4	3958
1	1	1	0	1	1	0	0	1	1	0	0	7	3959
1	1	1	0	0	0	0	0	0	1	0	0	7	3961
1	1	0	1	1	1	0	0	0	1	1	1	6	3965
0	1	1	0	0	1	0	0	0	0	1	0	3	3966
0	0	0	0	1	0	1	1	1	0	0	0	0	3967
1	0	0	0	1	0	0	1	1	1	0	1	4	3968
1	1	1	1	1	0	1	0	1	1	1	1	7	3969
1	0	0	0	0	0	0	0	0	0	0	0	4	3970
0	1	0	1	1	0	1	0	1	1	0	0	2	3971
1	0	1	1	1	1	0	0	1	0	0	1	5	3972
0	0	0	1	1	1	0	1	0	1	0	1	0	3973
0	1	0	0	1	1	0	1	1	1	1	1	2	3974
0	1	0	1	0	1	1	0	0	1	0	1	2	3975
0	1	1	0	1	0	1	1	0	0	1	1	3	3976
0	1	0	0	1	0	0	1	0	1	1	0	2	3977
1	1	1	1	0	1	1	1	1	0	1	1	7	3978
0	0	1	0	0	1	0	1	1	0	0	0	1	3979
0	0	0	1	0	0	0	0	0	0	1	1	0	3980
1	1	0	1	1	1	0	0	0	0	0	0	6	3981
0	0	0	1	1	1	1	0	0	1	0	1	0	3982
1	1	0	1	1	1	0	1	1	1	1	1	6	3983
1	0	1	0	1	0	0	1	0	1	1	0	5	3985
0	0	0	0	1	0	0	1	0	0	1	0	0	3986
0	1	0	0	0	1	1	0	0	0	1	1	2	3987
0	1	1	1	0	0	1	0	1	0	0	1	3	3989
0	0	1	1	0	0	1	0	0	0	0	0	1	3990
0	1	1	1	1	0	0	1	0	0	0	0	3	3991
1	0	0	0	0	0	1	1	0	0	1	1	4	3992
0	0	1	0	1	1	1	0	1	1	0	1	1	3993
1	0	0	1	1	0	1	0	1	1	1	0	4	3994
1	1	1	0	1	0	1	0	0	0	0	0	7	3997
0	1	0	1	0	0	0	0	0	1	0	0	2	3998
1	1	0	1	0	1	1	0	1	0	0	0	6	3999
0	1	1	0	0	0	1	0	0	0	0	1	3	4000
1	0	1	0	1	0	0	1	0	0	0	0	5	4001
0	1	1	0	1	0	0	0	1	0	1	0	3	4003
0	0	1	1	0	1	1	1	0	0	0	0	1	4005
1	0	1	0	0	0	0	0	0	0	0	0	5	4006
1	0	1	1	0	0	0	1	1	0	1	1	5	4007
1	1	1	0	1	1	0	0	0	1	0	0	7	4008
1	0	0	1	1	1	0	0	0	1	0	0	4	4009
1	0	1	1	0	1	0	1	1	0	1	1	5	4010
0	0	1	0	1	0	1	1	1	1	1	1	1	4011
0	1	0	0	0	0	1	1	1	1	1	0	2	4013
0	1	1	0	0	1	1	0	0	1	0	1	3	4014
1	1	1	1	1	1	0	0	1	0	1	1	7	4016
0	1	1	1	1	1	0	0	1	0	1	0	3	4017
1	0	1	1	1	0	0	0	0	0	0	0	5	4019
1	0	1	1	1	1	1	1	0	0	1	0	5	4020
0	0	0	0	1	1	1	0	1	1	0	0	0	4021
0	0	1	0	1	1	1	1	0	1	0	1	1	4022
0	1	0	1	0	1	1	0	1	0	0	1	2	4024
0	1	0	0	0	1	1	0	0	0	0	1	2	4026
0	1	0	0	0	1	0	1	1	1	1	1	2	4027
1	1	0	1	1	1	0	1	1	1	1	1	6	4029
0	1	0	0	0	1	0	1	0	1	1	1	2	4031
0	0	1	1	0	0	0	1	1	1	1	0	1	4032
0	1	0	0	0	1	0	1	1	1	0	1	2	4033
0	1	1	0	0	0	0	1	0	1	1	0	3	4034
1	1	1	1	0	0	0	0	0	1	1	1	7	4035
1	0	0	1	1	1	0	0	1	1	0	0	4	4036
0	0	0	1	0	0	0	1	1	0	1	1	0	4037
1	0	0	0	1	0	0	1	0	0	0	1	4	4038
1	1	0	0	0	0	0	1	0	1	0	1	6	4039
0	1	0	0	0	1	0	0	0	1	0	1	2	4041
0	1	1	0	1	1	0	1	0	1	0	0	3	4042
0	0	1	0	1	0	0	1	1	0	0	1	1	4043
0	1	1	1	1	1	1	0	1	0	1	1	3	4044
0	0	1	1	0	1	1	1	1	1	1	0	1	4045
1	1	1	0	1	1	1	0	1	1	1	1	7	4046
1	0	0	1	1	0	0	1	0	0	1	1	4	4047
1	1	0	1	1	1	0	1	0	1	1	1	6	4048
1	1	0	0	1	0	0	1	1	1	1	1	6	4049
0	0	1	0	0	0	0	1	1	0	1	0	1	4050
0	1	1	0	0	1	0	1	1	0	1	0	3	4051
0	0	1	0	0	1	0	1	0	1	0	0	1	4052
0	1	0	1	0	1	0	0	0	1	0	1	2	4053
0	1	1	1	0	1	0	0	0	0	1	0	3	4055
0	1	0	0	0	1	1	1	1	1	1	1	2	4056
1	1	0	1	1	1	1	1	0	1	1	1	6	4057
0	1	0	0	1	0	0	0	1	0	1	0	2	4058
0	0	1	0	1	1	0	0	0	1	0	1	1	4059
0	1	0	1	1	0	0	1	1	0	0	0	2	4060
0	0	1	1	0	0	1	1	1	1	0	0	1	4061
1	0	1	0	0	1	0	0	1	1	0	1	5	4063
1	0	0	0	1	1	0	0	0	1	0	0	4	4065
0	1	0	0	1	1	1	1	1	0	0	1	2	4066
0	1	1	0	0	0	0	1	0	1	0	0	3	4067
1	1	1	0	0	0	0	1	0	1	0	0	7	4068
0	1	1	1	1	1	0	0	0	0	1	0	3	4069
0	1	1	1	0	1	0	1	1	1	1	0	3	4070
0	1	0	0	0	1	0	0	0	1	0	1	2	4072
1	1	0	1	1	1	0	0	1	1	0	1	6	4073
1	0	0	0	1	1	1	1	1	0	0	1	4	4074
0	0	0	1	1	1	0	0	0	1	1	1	0	4075
0	1	0	1	1	1	0	0	0	0	0	1	2	4076
1	0	1	1	0	1	0	0	0	0	0	0	5	4077
1	0	1	0	0	1	0	0	0	1	0	0	5	4078
1	0	1	1	0	1	1	0	1	1	0	1	5	4079
1	0	1	1	0	1	1	1	1	1	1	1	5	4080
1	1	0	1	0	1	0	1	1	0	0	0	6	4081
0	1	1	1	1	1	1	1	1	1	1	1	3	4083
0	1	0	1	0	0	1	1	0	1	1	0	2	4084
0	1	1	0	0	0	0	1	0	0	0	0	3	4085
0	1	1	1	0	0	0	0	1	1	0	0	3	4086
0	0	1	1	0	1	1	1	1	0	1	0	1	4087
0	1	0	0	1	1	1	1	0	0	0	1	2	4088
0	1	1	1	0	1	1	0	1	1	1	1	3	4089
1	1	0	1	0	1	0	1	1	1	0	1	6	4090
1	0	0	0	0	0	0	1	1	1	0	1	4	4092
1	0	1	0	1	0	0	0	0	1	1	0	5	4093
1	1	0	1	1	1	1	1	1	0	1	0	6	4094
0	0	1	1	0	1	0	1	1	0	1	0	1	4095
1	1	1	0	0	1	0	1	1	0	1	1	7	4096
1	0	0	0	0	1	0	1	0	1	1	1	4	4097
0	1	1	0	0	1	0	0	0	0	1	0	3	4098
1	1	0	0	0	1	1	1	1	1	0	1	6	4099
1	0	0	1	1	1	1	1	0	0	1	1	4	4100
0	0	0	0	1	1	1	1	0	1	1	0	0	4101
1	1	0	0	1	0	1	0	0	1	0	1	6	4102
0	0	1	1	0	0	1	1	0	0	1	0	1	4103
0	1	0	0	1	0	1	0	0	0	0	0	2	4104
0	1	1	1	1	0	0	0	0	1	0	0	3	4105
0	0	1	1	0	0	1	1	0	0	1	0	1	4106
0	1	0	1	1	0	1	1	1	1	1	0	2	4107
0	0	0	0	1	1	0	1	0	0	1	0	0	4108
1	0	0	0	0	1	1	1	1	0	0	1	4	4109
1	0	0	1	1	1	1	1	0	1	1	1	4	4110
1	0	1	0	0	1	1	1	0	1	0	0	5	4111
1	1	0	1	0	1	1	1	0	0	0	0	6	4112
1	1	1	1	1	0	0	0	1	1	1	1	7	4113
1	1	0	0	1	1	1	0	0	0	1	0	6	4114
0	1	0	0	0	1	0	1	1	0	0	1	2	4115
0	0	0	0	1	0	0	0	0	1	1	0	0	4116
0	0	1	1	0	0	1	1	1	0	0	0	1	4117
1	1	0	0	1	1	0	0	0	0	1	0	6	4118
0	0	0	1	1	1	1	1	1	1	1	1	0	4119
0	1	1	0	1	1	1	1	0	1	0	1	3	4120
1	1	1	1	1	1	1	0	0	1	0	0	7	4121
0	0	0	1	1	1	1	1	1	1	1	1	0	4122
1	1	0	0	1	0	1	0	0	1	1	1	6	4123
0	1	1	0	1	1	1	0	1	0	1	1	3	4124
0	1	0	1	0	1	1	0	0	1	0	1	2	4126
0	0	1	1	1	1	1	0	0	0	1	1	1	4127
0	1	0	1	0	0	1	1	1	1	0	0	2	4128
0	0	1	0	0	0	0	0	0	1	0	0	1	4129
1	0	0	0	0	1	1	1	0	1	1	1	4	4130
1	0	1	0	1	1	1	0	0	0	1	0	5	4131
0	1	1	0	1	1	0	0	0	1	0	0	3	4132
0	1	1	0	0	0	0	1	1	1	0	0	3	4133
1	0	1	0	1	0	0	1	0	0	0	0	5	4134
1	1	0	1	1	0	1	1	0	1	1	1	6	4135
0	1	0	1	0	0	0	1	0	1	1	0	2	4136
1	1	1	0	1	1	1	1	0	1	1	1	7	4137
0	0	1	1	0	1	1	0	1	1	0	0	1	4138
1	0	0	0	0	0	1	1	0	0	0	1	4	4139
0	1	0	1	1	1	1	0	0	1	1	1	2	4140
0	1	1	0	1	0	0	0	1	1	0	0	3	4141
1	1	1	0	1	0	0	0	0	1	0	0	7	4143
1	0	1	0	0	1	0	0	0	1	0	0	5	4144
0	1	0	0	1	0	1	0	0	0	0	0	2	4145
0	1	0	1	1	1	1	0	0	0	0	1	2	4146
1	0	1	1	0	0	0	1	0	0	1	0	5	4147
1	1	1	0	0	1	1	0	1	1	0	0	7	4149
1	1	1	0	1	0	1	1	0	1	1	1	7	4151
1	0	1	0	1	1	1	0	1	0	0	1	5	4152
1	0	0	0	1	1	0	1	1	1	0	1	4	4153
1	0	1	1	1	0	1	0	1	0	1	1	5	4154
0	1	0	0	0	0	0	1	1	1	1	0	2	4156
1	0	0	1	1	0	0	0	0	0	1	0	4	4157
0	0	0	0	0	1	0	0	0	0	1	0	0	4158
1	1	1	1	1	0	1	1	1	1	0	0	7	4159
1	0	1	0	0	1	0	1	1	0	0	1	5	4160
0	1	0	0	1	0	0	1	1	1	0	0	2	4161
0	0	1	1	0	1	1	1	1	1	0	0	1	4162
0	0	0	0	1	1	1	0	0	1	1	0	0	4163
1	1	1	1	1	0	1	0	1	0	0	0	7	4164
1	1	0	1	0	0	1	1	1	0	0	0	6	4165
0	0	0	1	0	0	1	1	0	0	0	1	0	4166
1	1	1	0	1	1	0	1	0	1	0	0	7	4167
0	0	1	0	1	1	1	0	0	1	0	1	1	4169
1	1	1	0	1	0	1	1	1	0	0	0	7	4170
1	0	0	1	1	0	1	0	0	0	1	0	4	4171
0	1	0	1	1	1	1	0	0	0	1	1	2	4173
1	0	0	0	1	0	1	1	0	0	0	1	4	4175
1	1	1	1	0	1	0	0	1	1	1	1	7	4176
0	1	1	0	0	1	1	1	0	1	1	1	3	4177
0	1	1	0	0	0	1	1	1	1	1	1	3	4178
0	1	1	0	0	0	1	1	1	0	1	1	3	4179
1	1	0	0	0	1	0	0	0	1	1	1	6	4180
1	1	1	1	0	0	0	0	0	1	1	1	7	4181
1	0	1	0	1	1	0	1	0	0	1	0	5	4182
0	0	1	1	1	1	1	0	0	1	0	1	1	4183
1	1	1	0	1	0	0	1	1	1	1	1	7	4184
0	1	1	1	1	0	1	1	1	1	1	1	3	4185
1	1	1	1	0	1	1	1	0	0	1	1	7	4187
1	0	1	1	1	0	0	1	1	1	0	1	5	4188
0	1	1	0	1	0	0	0	1	1	1	0	3	4189
1	0	1	1	1	0	1	1	1	0	1	1	5	4190
0	0	0	1	0	1	1	1	1	0	1	1	0	4191
0	1	0	1	0	1	1	1	1	0	1	1	2	4193
0	0	0	0	1	0	1	0	0	0	1	0	0	4194
1	1	0	1	1	0	1	1	0	0	0	0	6	4195
0	1	1	0	0	0	1	0	0	1	0	1	3	4196
0	1	1	1	0	0	1	1	0	1	0	1	3	4197
1	0	0	1	0	0	0	0	0	0	1	0	4	4198
0	1	1	1	1	1	0	0	1	1	1	0	3	4199
1	0	0	0	1	1	1	1	0	0	1	1	4	4200
1	1	0	1	1	1	0	0	1	0	1	0	6	4201
0	0	1	0	0	1	0	0	1	1	0	0	1	4202
1	1	1	1	1	0	0	1	0	1	0	0	7	4203
0	0	0	1	0	1	0	1	0	1	1	1	0	4204
0	0	0	1	0	0	0	1	0	0	1	1	0	4205
1	0	1	1	0	1	1	0	1	0	0	1	5	4206
1	0	1	1	1	1	0	1	0	1	1	0	5	4207
1	0	0	0	0	1	0	0	0	1	1	0	4	4208
1	0	1	1	1	0	1	1	0	1	1	0	5	4209
1	0	0	1	1	1	0	0	1	0	1	0	4	4210
1	0	1	0	1	1	0	0	1	0	1	1	5	4212
0	1	0	0	1	1	0	1	0	1	1	1	2	4214
1	0	0	1	1	0	0	0	1	1	1	0	4	4218
0	0	1	0	0	1	1	0	0	0	1	0	1	4219
0	0	0	1	1	1	1	0	0	0	1	1	0	4220
1	1	0	0	0	0	1	0	1	0	0	0	6	4221
1	1	1	1	1	1	1	1	1	0	0	0	7	4222
0	1	1	0	0	1	0	0	1	0	1	0	3	4223
0	1	1	0	0	0	0	1	1	1	0	0	3	4224
1	0	1	0	1	0	1	0	1	0	1	1	5	4225
0	1	0	0	0	1	1	0	0	1	1	1	2	4226
0	0	0	1	1	1	1	1	1	0	0	1	0	4227
0	1	0	0	0	1	1	1	0	1	1	1	2	4228
1	0	0	0	0	0	1	1	0	0	0	1	4	4230
0	1	1	0	0	0	0	0	0	0	1	0	3	4231
1	0	1	0	1	1	1	1	0	0	1	0	5	4232
0	1	1	0	0	1	1	1	0	1	1	1	3	4233
1	0	1	0	0	1	0	1	1	0	1	1	5	4234
0	1	1	1	0	0	1	1	1	0	0	1	3	4235
0	0	0	0	1	0	0	0	1	1	0	0	0	4236
1	0	1	1	0	1	0	0	1	0	0	1	5	4237
0	0	0	0	0	1	0	1	0	1	1	0	0	4238
0	1	1	1	0	0	0	0	1	0	1	0	3	4239
1	1	1	1	0	1	0	1	1	0	1	1	7	4240
0	1	1	0	0	1	1	1	1	0	0	1	3	4241
0	1	0	0	1	1	1	1	0	0	1	1	2	4242
0	0	1	1	0	1	0	1	0	0	1	0	1	4243
1	0	0	0	1	1	0	1	1	1	1	1	4	4244
1	0	0	1	1	0	1	1	0	1	0	1	4	4245
1	1	0	0	0	1	0	0	0	1	0	1	6	4246
1	0	1	0	0	1	1	1	1	0	0	1	5	4247
1	0	0	0	1	0	0	1	0	1	0	1	4	4248
0	0	0	1	1	1	1	0	1	1	0	1	0	4249
0	0	0	1	0	0	0	1	1	1	1	1	0	4250
0	0	1	0	0	1	0	1	0	0	1	0	1	4251
1	0	0	0	1	0	1	0	0	1	0	0	4	4252
0	0	0	1	0	1	1	0	1	1	0	1	0	4253
0	0	1	0	0	1	0	0	1	1	1	0	1	4254
0	0	0	1	0	0	1	0	1	1	0	1	0	4255
1	0	0	1	0	0	1	1	0	0	1	1	4	4256
1	1	1	1	0	0	0	0	0	0	0	0	7	4257
1	0	0	1	1	1	0	1	1	0	0	1	4	4258
1	1	0	1	1	0	0	0	0	0	1	0	6	4259
0	1	1	0	1	1	1	0	1	1	1	1	3	4260
0	0	1	1	1	1	1	1	0	0	0	1	1	4261
0	0	0	1	1	1	1	0	0	0	0	1	0	4262
1	0	1	0	0	0	0	1	0	1	0	0	5	4263
1	0	1	1	1	1	0	1	0	0	0	0	5	4264
1	0	0	0	0	1	1	0	0	0	1	0	4	4265
1	0	0	0	1	1	0	0	0	1	0	0	4	4266
1	1	1	1	1	1	1	0	0	0	0	0	7	4267
1	1	0	0	1	0	1	1	1	1	0	1	6	4268
1	0	1	1	0	1	0	1	1	0	0	1	5	4270
0	0	0	0	1	1	0	1	0	0	1	0	0	4271
0	0	1	1	1	1	1	1	1	1	1	1	1	4272
1	1	0	0	1	1	1	0	1	0	1	0	6	4273
0	1	0	1	1	0	1	0	1	0	1	0	2	4274
1	1	1	1	0	0	1	0	0	0	0	0	7	4275
1	0	0	1	1	0	0	1	0	0	1	1	4	4276
0	0	0	1	1	0	1	0	0	0	1	1	0	4277
0	1	0	1	0	1	0	1	0	0	0	1	2	4278
0	1	1	0	1	1	0	0	1	0	0	0	3	4279
0	1	0	0	0	0	1	0	0	0	0	0	2	4280
1	1	0	1	0	0	1	0	1	0	0	0	6	4281
0	0	1	1	1	1	0	1	1	0	1	1	1	4282
0	0	1	1	1	1	0	1	0	1	0	1	1	4283
1	1	0	1	1	0	1	0	1	0	0	0	6	4284
1	0	0	0	1	0	1	0	0	0	0	0	4	4285
1	1	1	0	1	1	0	1	0	0	0	0	7	4286
0	1	0	0	1	1	0	0	1	0	1	1	2	4287
0	1	1	1	0	1	1	0	0	0	0	1	3	4288
0	0	1	1	0	0	0	1	1	1	0	0	1	4289
1	1	0	0	0	0	0	0	1	0	1	0	6	4290
0	0	1	0	0	0	1	0	0	0	1	0	1	4291
0	0	1	0	0	1	1	0	0	1	0	0	1	4292
0	1	0	1	1	1	1	0	0	0	1	1	2	4293
1	1	1	0	1	1	0	1	0	1	1	1	7	4294
0	1	1	1	1	0	0	1	1	1	1	0	3	4295
