A_0	A_1	A_2	A_3	R_0	R_1	R_2	R_3	R_4	R_5	R_6	R_7	R_8	R_9	R_10	R_11	R_12	R_13	R_14	R_15	Class	Group	InstanceID
1	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	1	0	14	7425
0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	0	1	1	0	1	7	7426
0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	2	7427
0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	4	7428
0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	5	7429
0	1	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	5	7430
1	1	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	0	0	0	1	12	7431
0	1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	7	7432
0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	0	1	1	7	7433
1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	8	7434
1	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	0	0	1	0	1	8	7435
1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	14	7436
1	1	1	0	0	0	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	14	7437
1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	15	7438
1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	8	7439
1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	9	7440
1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	8	7441
1	1	0	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	13	7442
1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	15	7443
1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	15	7444
1	1	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	13	7445
1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	13	7446
0	0	1	0	1	1	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	2	7447
0	0	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	1	1	7448
1	1	1	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	15	7449
1	1	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	0	1	13	7450
0	1	1	0	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	6	7451
1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	14	7452
0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	0	6	7453
1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	10	7454
1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	0	1	1	1	14	7455
1	1	1	0	1	0	1	1	0	1	0	0	0	1	0	1	1	1	1	0	1	14	7456
0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	5	7457
0	1	1	1	0	1	0	0	1	0	1	1	1	0	1	0	1	0	1	0	1	7	7458
0	1	0	1	1	0	1	0	0	1	1	0	1	1	1	1	0	0	0	0	1	5	7459
0	0	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	0	1	3	7460
0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	1	1	7	7462
0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	7463
0	1	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	5	7464
0	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	0	1	1	1	7465
1	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	14	7466
0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	6	7467
0	0	0	0	1	1	1	0	1	0	1	0	0	1	0	1	1	0	0	1	1	0	7468
0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	7470
1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	8	7471
0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	4	7473
0	1	0	0	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	0	4	7474
0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	2	7475
1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	13	7476
0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	6	7477
1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	9	7478
1	0	0	1	0	1	1	0	1	0	0	0	1	0	1	1	0	1	1	1	0	9	7479
1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	0	1	1	1	14	7480
1	0	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1	0	0	1	8	7481
1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	8	7483
0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	2	7484
1	1	0	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1	1	13	7485
0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	7486
0	0	1	1	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	0	3	7488
0	0	1	0	1	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1	2	7489
0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1	1	0	0	1	2	7490
0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	0	1	0	0	0	0	3	7491
0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	6	7492
0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	0	7	7493
1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	14	7495
1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	9	7496
0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	7497
0	1	0	1	1	0	1	1	0	1	1	1	0	1	0	0	1	0	1	0	1	5	7498
0	0	1	0	1	1	0	0	1	1	1	0	0	1	0	1	0	1	1	1	0	2	7499
0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	7500
1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	15	7501
1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	14	7502
0	0	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	3	7503
0	0	1	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	3	7504
1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	11	7505
1	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	1	1	0	1	1	10	7506
0	0	1	0	0	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	2	7507
0	1	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	0	1	0	7	7508
1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	15	7509
1	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	1	1	1	1	0	9	7510
0	0	0	1	1	0	1	0	1	0	0	1	1	0	0	1	1	1	1	0	0	1	7511
1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	0	11	7512
1	0	0	1	0	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	1	9	7513
0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	7	7514
0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	2	7515
1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	13	7517
0	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	1	6	7518
0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	7	7519
0	0	0	0	0	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	0	7520
1	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	9	7521
0	0	0	1	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	7522
1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1	10	7524
0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	1	1	0	0	4	7525
1	1	0	0	1	1	0	0	0	1	1	1	1	1	0	0	1	0	1	0	1	12	7526
1	1	1	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	15	7527
1	0	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	11	7528
0	0	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	3	7529
1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	0	0	1	0	0	0	12	7530
0	1	1	0	1	1	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	6	7532
1	0	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	9	7533
1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	8	7534
1	0	0	1	0	0	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	9	7535
1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	15	7536
1	1	0	1	1	1	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	13	7537
1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	1	15	7538
1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	9	7539
1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	10	7540
1	0	1	0	1	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	10	7542
1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	15	7544
0	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	1	0	1	6	7545
0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	1	3	7546
1	0	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	0	0	1	11	7547
0	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	5	7548
1	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	12	7549
0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	2	7550
1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	0	0	1	1	0	1	14	7552
1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	1	15	7554
0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	7555
0	0	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	0	7556
1	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	1	0	13	7557
1	0	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	11	7558
0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	7	7559
0	0	1	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	3	7560
1	0	1	1	1	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1	11	7561
0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	7	7562
0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	2	7563
0	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	1	0	0	0	1	2	7564
1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1	1	0	1	1	12	7565
0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	5	7566
1	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	0	1	0	0	10	7568
0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	6	7569
1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	12	7570
1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	12	7571
1	0	1	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	1	10	7572
1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	9	7573
0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	1	0	7	7574
1	0	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	10	7575
0	0	1	0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	1	1	1	2	7576
1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	14	7578
0	0	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	2	7579
0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	1	2	7580
0	0	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	1	1	1	0	3	7581
1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	14	7582
1	1	0	0	1	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	1	12	7583
0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0	7584
0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	0	7585
0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	7	7586
0	0	1	0	1	1	0	1	0	1	1	0	1	1	0	1	0	1	1	1	0	2	7587
0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	7	7588
1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	12	7589
0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	1	1	1	4	7590
1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	9	7591
1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	1	1	0	0	1	1	15	7592
1	1	1	0	1	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	14	7593
1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	8	7594
0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	6	7595
0	1	1	1	1	1	1	0	0	1	1	1	0	0	1	0	0	1	0	1	1	7	7596
1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	14	7597
0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	7598
0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	7599
1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	1	12	7600
1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	14	7601
1	1	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	1	1	1	14	7602
0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	2	7603
0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	3	7604
1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	12	7605
0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	5	7606
0	1	0	0	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	0	1	4	7607
1	1	0	0	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	12	7608
0	1	0	0	0	1	0	1	1	0	1	0	0	1	1	1	0	1	1	0	1	4	7609
1	1	0	1	0	0	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	13	7610
0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	2	7611
1	0	0	1	1	1	0	0	1	0	1	0	0	1	1	0	1	0	1	0	1	9	7612
0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	1	1	0	0	1	0	6	7613
1	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	1	0	0	1	0	8	7614
0	0	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	7615
1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	0	9	7616
0	0	1	1	0	0	1	1	1	0	0	0	1	1	1	1	0	1	1	0	1	3	7617
0	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	1	4	7618
1	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	13	7619
0	1	0	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	0	5	7620
0	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	6	7621
1	1	1	0	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	14	7622
0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	0	0	0	1	0	7	7623
1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	1	1	0	1	0	8	7624
1	0	0	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	1	0	0	8	7625
1	0	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	1	0	0	1	11	7627
1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	11	7628
0	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	5	7629
0	0	1	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	3	7630
1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	0	8	7631
1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	12	7632
1	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	13	7633
1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	14	7634
0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	6	7635
0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	2	7636
1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	1	12	7637
1	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0	1	0	1	0	10	7638
1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	13	7639
1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	1	1	12	7640
1	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	15	7641
1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	1	1	1	0	8	7642
0	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	2	7643
0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	0	1	0	0	1	2	7644
0	0	0	1	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	7646
1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	1	1	15	7647
1	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	12	7648
1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	0	0	0	1	0	1	14	7649
1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	0	0	1	13	7650
0	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	1	3	7651
0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	4	7652
1	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	8	7653
1	1	0	0	0	1	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	12	7654
1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	8	7655
0	1	1	0	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	6	7656
0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	6	7657
1	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	1	1	1	0	9	7658
1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	8	7659
1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	1	14	7660
1	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	10	7661
1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	15	7662
0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	7663
1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	8	7664
0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	4	7666
1	0	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	1	1	10	7667
1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	9	7668
1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	14	7669
0	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	7670
1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	14	7671
0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	3	7672
1	0	1	1	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	11	7673
0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	3	7674
0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	0	1	1	7	7675
1	0	0	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	9	7676
0	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	7677
1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	14	7678
1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	15	7679
1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	14	7680
0	0	1	0	0	0	0	1	0	1	1	0	0	1	1	1	1	0	1	0	0	2	7681
1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	13	7682
1	1	0	0	0	1	1	0	1	1	0	1	1	0	0	1	1	0	1	1	1	12	7683
0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	1	0	1	4	7684
0	0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1	7685
0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	5	7686
1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	1	14	7687
1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	15	7688
0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	2	7689
1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	0	0	11	7690
0	1	0	0	0	1	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	4	7691
1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	14	7692
0	0	0	0	1	1	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	7693
1	1	1	0	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	14	7694
0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	7	7695
0	1	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	1	0	1	4	7697
0	1	0	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	0	1	5	7698
0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	7699
0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	2	7700
1	1	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	1	0	1	1	15	7701
1	0	0	1	0	1	0	1	1	0	1	1	1	1	1	0	0	0	1	0	1	9	7702
1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	10	7703
1	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	0	0	1	9	7704
1	1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	12	7705
1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0	1	1	0	0	15	7706
1	0	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	1	0	9	7707
1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	13	7708
0	0	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	3	7709
1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	1	1	1	10	7710
0	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	0	3	7711
0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	7712
0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	7	7713
0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	7714
0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	7716
1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	12	7717
1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	1	1	0	8	7718
1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	10	7720
0	1	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	0	0	0	1	5	7721
1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	12	7722
1	0	1	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	10	7723
1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	14	7724
1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	0	0	1	8	7725
0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	0	0	2	7726
0	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	0	0	1	7	7728
0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	4	7729
0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1	5	7730
0	1	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	0	4	7731
0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	7	7732
1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	1	0	9	7733
1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	1	1	1	0	8	7734
0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	7	7735
0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	1	5	7736
0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1	7737
1	1	0	1	1	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	13	7738
1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	15	7739
1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	9	7741
0	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	7	7742
